fiscal_year,grant_id,provider_name,provider_name_latest,responses_total,q1_1,q1_2,q1_3,q1_4,q1_5,top_2_count,top_2_pct
2017,13-NY-122,Hudson River Housing  Inc.,Hudson River Housing  Inc.,3,0,0,0,2,1,3,100.0
2017,13-OH-123,"Ohio Valley Goodwill Industries Rehabilitation Center, Inc.","Ohio Valley Goodwill Industries Rehabilitation Center, Inc.",9,0,1,2,1,5,6,66.7
2017,13-OH-124,Maumee Valley Guidance Center,Maumee Valley Guidance Center Inc.,4,0,0,0,1,3,4,100.0
2017,13-OR-125,Community Action Team Inc.,Community Action Team Inc,9,0,0,0,3,6,9,100.0
2017,13-OR-126,Central Oregon Veterans Outreach,Central Oregon Veterans Outreach,6,0,0,0,0,6,6,100.0
2017,13-OR-128,Access,Access,1,0,0,0,0,1,1,100.0
2017,13-PA-129,"Veterans Leadership Program of Western Pennsylvania, Inc.",Veterans Leadership Program of Western Pennsylvania Inc,29,0,3,1,6,19,25,86.2
2017,13-PA-130,Opportunity House,Opportunity House,6,0,0,0,0,6,6,100.0
2017,13-PA-131,"Lehigh Valley Center for Independent Living, Inc.",Lehigh Valley Center for Independent Living Inc.,4,0,0,0,2,2,4,100.0
2017,13-PR-132,"Casa del Peregrino Aguadilla, Inc.","Casa del Peregrino Aguadilla, Inc.",13,1,0,4,2,6,8,61.5
2017,13-SD-136,Cornerstone Rescue Mission,Cornerstone Rescue Mission,34,1,0,3,9,21,30,88.2
2017,13-TN-139,"West Tennessee Legal Services, Inc.",West Tennessee Legal Services Inc.,6,1,0,0,0,5,5,83.3
2017,13-TX-140,"Salvation Army, a Georgia Corporation",The Salvation Army,26,0,1,3,4,18,22,84.6
2017,13-TX-142,"Goodwill Industries of Houston, Inc.",Goodwill Industries of Houston Inc.,35,4,5,7,2,17,19,54.3
2017,13-VA-144,Volunteers of America Chesapeake,Volunteers of America Chesapeake,10,1,0,1,2,6,8,80.0
2017,13-WA-146,Catholic Community Services of Western Washington,Catholic Community Services of Western Washington,10,1,0,2,4,3,7,70.0
2017,13-WA-148,YWCA of Seattle - King County - Snohomish County,YWCA of Seattle - King County - Snohomish County,7,2,0,0,2,3,5,71.4
2017,13-WI-150,"Veterans Assistance Foundation, Inc.","Veterans Assistance Foundation, Inc.",20,3,0,2,6,9,15,75.0
2017,13-WI-151,"Community Action Coalition for South Central Wisconsin, Inc.",Community Action Coalition for South Central Wisconsin Inc.,14,0,1,1,2,10,12,85.7
2017,13-ZZ-092,"Volunteers of America Colorado Branch, Inc.",Volunteers of America Colorado Branch Inc.,41,1,5,2,6,27,33,80.5
2017,13-ZZ-094,Friendship Place,Friendship Place,9,0,1,2,2,4,6,66.7
2017,13-ZZ-133,Operation Stand Down Rhode Island,Operation Stand Down Rhode Island,12,0,0,0,4,8,12,100.0
2017,13-ZZ-134,"The Alston Wilkes Society (AWS, Alston Wilkes Veterans Home)",The Alston Wilkes Society (AWS Alston Wilkes Veterans Home),9,1,0,0,1,7,8,88.9
2017,13-ZZ-145,University of Vermont and State Agricultural College,University of Vermont and State Agricultural College,20,0,1,3,4,12,16,80.0
2017,13-ZZ-147,Blue Mountain Action Council,Blue Mountain Action Council,36,2,2,2,7,23,30,83.3
2017,14-AL-154,"Aletheia House, Inc.","Aletheia House, Inc.",53,0,0,7,9,37,46,86.8
2017,14-AL-155,"Family Endeavors, Inc.",Family Endeavors Inc.,75,9,5,14,18,29,47,62.7
2017,14-AR-156,Seven Hills Homeless Center,Seven Hills Homeless Center,15,1,1,1,1,11,12,80.0
2017,14-AZ-157,National Community Health Partners,National Community Health Partners,27,1,2,4,3,17,20,74.1
2017,14-AZ-158,"Vietnam Veterans of California, Inc. (Sacramento Veterans Resource)",Vietnam Veterans of California Inc. (Sacramento Veterans Resource),37,1,3,4,8,21,29,78.4
2017,14-AZ-159,United States Veterans Initiative,United States Veterans Initiative,48,1,0,3,12,32,44,91.7
2017,14-AZ-160,"Catholic Charities Community Services, Inc.",Catholic Charities Community Services Inc,18,0,1,2,4,11,15,83.3
2017,14-CA-161,Housing Resource Center of Monterey County,Housing Resource Center of Monterey County,2,0,0,0,0,2,2,100.0
2017,14-CA-164,East Bay Community Recovery Project,East Bay Community Recovery Project,15,0,3,2,3,7,10,66.7
2017,14-CA-167,East Oakland Community Project,East Oakland Community Project,19,4,3,2,1,9,10,52.6
2017,14-CA-169,Families in Transition of Santa Cruz County Inc,Families in Transition of Santa Cruz County Inc,3,0,0,0,0,3,3,100.0
2017,14-CA-170,"Knowledge, Education for Your Success, Inc.",Knowledge Education for Your Success Inc,13,1,1,2,0,9,9,69.2
2017,14-CA-171,Lighthouse Treatment Center,Lighthouse Treatment Center,5,0,0,0,3,2,5,100.0
2017,14-CA-173,Vietnam Veterans of San Diego,Vietnam Veterans of San Diego,13,1,1,0,4,7,11,84.6
2017,14-CA-175,Berkeley Food and Housing Project,Berkeley Food and Housing Project,44,0,1,9,9,25,34,77.3
2017,14-CA-176,Volunteers of America of Los Angeles Inc,Volunteers of America of Los Angeles Inc,16,3,0,2,3,8,11,68.8
2017,14-CA-177,Catholic Charities of the Diocese of Stockton,Catholic Charities of the Diocese of Stockton,3,0,0,1,0,2,2,66.7
2017,14-CA-324,1736 Family Crisis Center,1736 Family Crisis Center,26,2,3,7,4,10,14,53.8
2017,14-CT-178,"Columbus House, Inc.",Columbus House Inc,21,1,1,1,5,13,18,85.7
2017,14-FL-179,"Big Bend Homeless Coalition, Inc.",Big Bend Homeless Coalition Inc,12,0,0,0,3,9,12,100.0
2017,14-FL-181,United Way of Broward County,United Way of Broward County,26,6,1,5,4,10,14,53.8
2017,14-FL-182,Community Coalition on Homelessness Corporation,Community Coalition on Homelessness Corporation,5,1,0,1,0,3,3,60.0
2017,14-FL-184,"Meridian Behavioral Healthcare, Inc.",Meridian Behavioral Healthcare Inc,19,1,0,2,3,13,16,84.2
2017,14-FL-185,Family Endeavors,Family Endeavors Inc.,71,5,2,9,12,43,55,77.5
2017,14-FL-187,"Volunteers of America of Florida, Inc.","Volunteers of America of Florida, Inc.",22,3,0,5,5,9,14,63.6
2017,14-FL-322,"Treasure Coast Homeless Services Council, Inc.",Treasure Coast Homeless Services Council Inc,8,1,0,0,1,6,7,87.5
2017,14-GA-188,"Travelers Aid of Metropolitan Atlanta, Inc.",Travelers Aid of Metropolitan Atlanta Inc.,21,0,1,5,4,11,15,71.4
2017,14-GA-189,United Way of Metropolitan Atlanta,United Way of Greater Atlanta Inc,38,10,4,4,12,8,20,52.6
2017,14-HI-190,United States Veterans Initiative (dba U.S. VETS),United States Veterans Initiative (dba U.S. VETS),13,1,0,1,2,9,11,84.6
2017,14-IA-191,Family Alliance for Veterans of America,Family Alliance For Veterans of America Inc,6,0,1,0,1,4,5,83.3
2017,14-ID-193,"South Central Community Action Partnership, Inc.",South Central Community Action Partnership Inc.,6,0,1,1,0,4,4,66.7
2017,14-IL-194,"Featherfist, Inc.",Featherfist Inc,21,0,2,5,2,12,14,66.7
2017,14-IL-195,"Partners in Community Building, Inc.",Partners in Community Building Inc.,4,0,0,2,0,2,2,50.0
2017,14-IL-196,"Midwest Shelter for Homeless Veterans, Inc.",Midwest Shelter for Homeless Veterans Inc,20,1,2,0,7,10,17,85.0
2017,14-IL-197,"Chestnut Health Systems, Inc.",Chestnut Health Systems Inc,19,1,1,2,0,15,15,78.9
2017,14-IL-198,Catholic Charities of the Archdiocese of Chicago,Catholic Charities of the Archdiocese of Chicago,9,0,2,1,1,5,6,66.7
2017,14-IN-199,"Lafayette Transitional Housing Center, Inc.",Lafayette Transitional Housing Center Inc,5,0,0,2,1,2,3,60.0
2017,14-IN-200,"InteCare, Inc.",InteCare Inc,16,0,1,1,2,12,14,87.5
2017,14-KS-322,"Catholic Charities, Inc. (Diocese of Wichita)",Catholic Charities Inc. (Diocese of Wichita),9,1,0,2,3,3,6,66.7
2017,14-KY-204,"Kentucky River Foothills Development Council, Inc.",Kentucky River Foothills Development Council Inc.,22,0,0,1,6,15,21,95.5
2017,14-LA-205,Hope Center Inc,Hope Center Inc.,13,4,0,1,5,3,8,61.5
2017,14-LA-207,Elle Foundation,Elle Foundation,3,0,1,1,0,1,1,33.3
2017,14-LA-208,Start Corporation,Start Corporation,4,0,0,0,2,2,4,100.0
2017,14-MA-209,"Veterans Northeast Outreach Center, Inc.",Veterans Northeast Outreach Center Inc,23,1,1,4,2,15,17,73.9
2017,14-MA-210,"Lynn Housing Authority Development Group, Inc.","Lynn Housing Authority Development Group, Inc.",6,0,0,2,2,2,4,66.7
2017,14-MA-211,Vietnam Veterans Workshop Inc.,Vietnam Veterans Workshop Inc.,9,1,0,2,3,3,6,66.7
2017,14-MA-211 ,Vietnam Veterans Workshop Inc.,Vietnam Veterans Workshop Inc.,1,0,0,0,1,0,1,100.0
2017,14-MD-214,"Project PLASE, Inc.",Project PLASE Inc,26,4,2,3,7,10,17,65.4
2017,14-MD-215,"New Vision House of Hope, Inc.",New Vision House of Hope Inc,26,1,4,3,7,11,18,69.2
2017,14-MD-216,Diakonia Inc.,Diakonia Inc.,3,0,0,0,0,3,3,100.0
2017,14-MD-217,St. James A.M.E. Zion Church-Zion House,St. James A.M.E. Zion Church-Zion House,6,0,0,1,2,3,5,83.3
2017,14-MI-218,Bluewater Center for Independent Living,Blue Water Center For Independent Living Inc.,12,0,3,1,3,5,8,66.7
2017,14-MI-219,"Training & Treatment Innovations, Inc.",Training & Treatment Innovations Inc.,23,0,0,4,3,16,19,82.6
2017,14-MI-220,Community Action Agency,Community Action Agency,20,0,0,2,4,14,18,90.0
2017,14-MI-221,Oakland Livingston Human Services Agency,Oakland Livingston Human Services Agency,12,2,0,0,2,8,10,83.3
2017,14-MI-222,"Mid Michigan Community Action Agency, Inc.",Mid Michigan Community Action Agency Inc.,6,0,0,1,3,2,5,83.3
2017,14-MI-223,Community Rebuilders,Community Rebuilders,12,1,0,3,2,6,8,66.7
2017,14-MI-224,Housing Services for Eaton County,Housing Services for Eaton County,5,0,0,1,0,4,4,80.0
2017,14-MI-226,Volunteers of America Michigan Inc.,Volunteers of America Michigan Inc.,23,0,1,1,3,18,21,91.3
2017,14-MN-227,"Tri-County Action Program, Inc.",Tri-County Action Program Inc.,5,1,0,0,1,3,4,80.0
2017,14-MO-228,"The Kitchen, Inc.",The Kitchen Inc,7,1,0,2,0,4,4,57.1
2017,14-MO-229,"Phoenix Programs, Inc.",Phoenix Programs Inc.,4,0,0,1,2,1,3,75.0
2017,14-MS-231,"Mississippi United to End Homelessness, Inc.",Mississippi United to End Homelessness Inc.,6,0,0,1,1,4,5,83.3
2017,14-MS-232,Hancock Resource Center (HRC),Hancock Resource Center (HRC),8,1,0,1,1,5,6,75.0
2017,14-MS-233,"Soldier On of Delaware, Inc.",Soldier On of Delaware Inc.,38,5,2,6,10,15,25,65.8
2017,14-MS-234,Catholic Charities  Inc. (Diocese of Jackson),Catholic Charities Inc  (Diocese of Jackson),1,1,0,0,0,0,0,0.0
2017,14-NC-235,Family Endeavors  Inc.,Family Endeavors  Inc.,28,3,4,11,2,8,10,35.7
2017,14-NC-236,"Community Link Programs of Travelers Aid Society of Central Carolinas, Inc.",Community Link Programs of Travelers Aid Society of Central Carolinas Inc.,12,0,1,5,2,4,6,50.0
2017,14-NE-238,Northeast Nebraska Community Action Partnership,Northeast Nebraska Community Action Partnership,4,0,0,0,2,2,4,100.0
2017,14-NE-239,"Blue Valley Community Action, Inc.","Blue Valley Community Action, Inc.",6,0,0,1,2,3,5,83.3
2017,14-NH-240,"Southwestern Community Services, Inc.",Southwestern Community Services Inc.,6,0,0,0,2,4,6,100.0
2017,14-NJ-242,Catholic Family and Community Service,Catholic Family and Community Service,23,4,2,3,4,10,14,60.9
2017,14-NJ-243,North Hudson Community Action Corporation,North Hudson Community Action Corporation,10,0,1,1,0,8,8,80.0
2017,14-NM-246,New Mexico Veterans Integration Centers,New Mexico Veterans Integration Centers,22,3,0,1,5,13,18,81.8
2017,14-NM-247,Mesilla Valley Community of Hope,Mesilla Valley Community of Hope,6,0,1,0,2,3,5,83.3
2017,14-NV-248,HELP Social Service Corporation,HELP Social Service Corporation,9,0,1,1,2,5,7,77.8
2017,14-NY-249,"Utica Center for Development, Inc.",Utica Center for Development Inc.,7,2,0,1,0,4,4,57.1
2017,14-NY-250,The Jericho Project,The Jericho Project,24,1,0,6,4,13,17,70.8
2017,14-NY-251,"Saratoga County Rural Preservation Company, Inc.",Veterans and Community Housing Coalition ,27,1,1,0,2,23,25,92.6
2017,14-NY-254,"Economic Opportunity Council of Suffolk, Inc.",Economic Opportunity Council of Suffolk Inc,19,1,0,3,1,14,15,78.9
2017,14-NY-256,Albany Housing Coalition Inc,Albany Housing Coalition Inc,10,0,0,1,1,8,9,90.0
2017,14-NY-259,"Volunteers of America-Greater New York, Inc.",Volunteers of America-Greater New York Inc,14,0,0,3,2,9,11,78.6
2017,14-OH-260,"St. Vincent de Paul Social Services, Inc.",St. Vincent de Paul Social Services Inc.,13,2,0,2,3,6,9,69.2
2017,14-OH-261,Licking County Coalition for Housing,Licking County Coalition for Housing,5,0,0,0,1,4,5,100.0
2017,14-OH-262,"Family & Community Services, Inc.",Family & Community Services Inc,15,0,1,0,1,13,14,93.3
2017,14-OH-263,"Talbert House, Inc.","Talbert House, Inc.",10,2,1,0,3,4,7,70.0
2017,14-OH-264,"Community Action Agency of Columbiana County, Inc.",Community Action Agency of Columbiana County Inc,3,0,0,0,1,2,3,100.0
2017,14-OH-265,"Community Action Program Corporation of Washington-Morgan Counties, Ohio",Community Action Program Corporation of Washington-Morgan Counties Ohio,10,0,0,0,1,9,10,100.0
2017,14-OH-266,"Faith Mission, Inc.",Faith Mission Inc.,3,1,0,0,0,2,2,66.7
2017,14-OH-267,"Community Support Services, Inc.",Community Support Services Inc,8,0,0,0,3,5,8,100.0
2017,14-OH-268,"Salvation Army, a New York Corporation",The Salvation Army a New York Corporation,15,0,0,0,2,13,15,100.0
2017,14-OH-269,Volunteers of America of Greater Ohio,Volunteers of America of Greater Ohio,7,0,0,1,3,3,6,85.7
2017,14-OK-270,KI BOIS Community Action Foundation Inc.,KI BOIS Community Action Foundation Inc,46,1,3,3,5,34,39,84.8
2017,14-OK-271,"Goodwill Industries of Central Oklahoma, Inc.",Goodwill Industries of Central Oklahoma Inc,19,0,2,2,4,11,15,78.9
2017,14-OR-272,Easter Seals Oregon,Easter Seals Oregon,9,0,0,1,0,8,8,88.9
2017,14-PA-273,YWCA of Greater Harrisburg,YWCA of Greater Harrisburg,5,1,0,0,0,4,4,80.0
2017,14-PA-274,Utility Emergency Services Fund,Utility Emergency Services Fund,13,0,2,3,3,5,8,61.5
2017,14-PA-276,"Community Action Agency of Delaware County, Inc.",Community Action Agency of Delaware County Inc.,13,1,0,1,2,9,11,84.6
2017,14-PA-277,"Lawrence County Social Services, Inc.",Lawrence County Social Services Inc.,23,0,0,1,2,20,22,95.7
2017,14-PA-279,"Community Hope, Inc.",Community Hope Inc.,11,1,0,2,3,5,8,72.7
2017,14-PA-280,"Soldier On of Delaware, Inc.",Soldier On of Delaware Inc.,9,0,0,0,5,4,9,100.0
2017,14-PA-281,Catholic Charities of the Diocese of Allentown,Catholic Charities of the Diocese of Allentown,3,0,0,0,1,2,3,100.0
2017,14-PA-282,"Volunteers of America of Pennsylvania, Inc.",Volunteers of America of Pennsylvania Inc.,6,0,2,1,1,2,3,50.0
2017,14-TN-283,"Memphis Area Legal Services, Inc.",Memphis Area Legal Services Inc.,8,1,1,0,1,5,6,75.0
2017,14-TN-284,Volunteer Behavioral Health Care System,Volunteer Behavioral Health Care System,4,0,0,2,2,0,2,50.0
2017,14-TN-285,Operation Stand Down Tennessee,Operation Stand Down Tennessee,22,0,0,3,7,12,19,86.4
2017,14-TN-287,"Catholic Charities, Inc. (dba Catholic Charities of the Diocese of Memphis, Inc.)",Catholic Charities Inc (dba Catholic Charities of the Diocese of Memphis Inc),7,0,0,1,1,5,6,85.7
2017,14-TX-288,United States Veterans Initiative,United States Veterans Initiative,9,0,0,2,1,6,7,77.8
2017,14-TX-290,Neighborhood Centers Inc.,Neighborhood Centers Inc.,55,7,0,8,9,31,40,72.7
2017,14-TX-292,"American GI Forum National Veterans Outreach Program, Inc.",American GI Forum National Veterans Outreach Program Inc.,55,2,6,10,20,17,37,67.3
2017,14-TX-293,Sabine Valley Regional Mental Health Mental Retardation Center,Sabine Valley Regional Mental Health Mental Retardation Center,2,0,1,1,0,0,0,0.0
2017,14-VA-294,Total Action Against Poverty In Roanoke Valley,Total Action Against Poverty In Roanoke Valley,12,3,0,1,2,6,8,66.7
2017,14-VA-296,Hampton Roads Community Action Program,Hampton Roads Community Action Program Inc.,19,0,0,4,3,12,15,78.9
2017,14-VA-297,Virginia Beach Community Development Corporation,Virginia Beach Community Development Corporation,9,0,1,1,2,5,7,77.8
2017,14-VA-298,Southeastern Tidewater Opportunity Project of Hampton Roads,STOP Incorporated,3,0,0,0,1,2,3,100.0
2017,14-VI-299,"The Methodist Training and Outreach Center, Inc.",The Methodist Training and Outreach Center Inc.,4,0,0,2,1,1,2,50.0
2017,14-WA-300,Metropolitan Development Council,Metropolitan Development Council,18,1,1,3,2,11,13,72.2
2017,14-WI-302,Indianhead Community Action Agency,Indianhead Community Action Agency,5,0,0,1,1,3,4,80.0
2017,14-WV-303,"The Greater Wheeling Coalition for the Homeless, Inc.",The Greater Wheeling Coalition for the Homeless Inc.,5,1,0,0,1,3,4,80.0
2017,14-WV-304,"Helping Heroes, Inc.",Helping Heroes Inc.,7,0,0,0,4,3,7,100.0
2017,14-WV-305,West Virginia Community Action Partnerships,West Virginia Community Action Partnerships Inc,31,0,1,3,3,24,27,87.1
2017,14-ZZ-153,United Way of Central Alabama,United Way of Central Alabama,11,3,0,2,1,5,6,54.5
2017,14-ZZ-301,Goodwill Industries of the Inland Northwest,Goodwill Industries of The Inland Northwest,22,4,1,0,3,14,17,77.3
2017,14-ZZ-308,"Transitional Living Services, Inc.",Transitional Living Services Inc,11,1,1,1,1,7,8,72.7
2017,14-ZZ-310,Healing BALM of Northeast Florida Inc.,Healing BALM of Northeast Florida Inc.,1,0,0,0,0,1,1,100.0
2017,14-ZZ-311,"Together, Inc. of Metropolitan Omaha","Together, Inc. of Metropolitan Omaha",2,0,0,0,1,1,2,100.0
2017,14-ZZ-313,Housing Counseling Services,Housing Counseling Services Inc,31,2,3,6,3,17,20,64.5
2017,14-ZZ-314,United States Veterans Initiative (dba U.S. VETS),United States Veterans Initiative,21,0,6,1,3,11,14,66.7
2017,14-ZZ-317,Homeless Veterans Fellowship,Homeless Veterans Fellowship,10,1,0,1,2,6,8,80.0
2017,14-ZZ-318,Operation Renewed Hope,Operation Renewed Hope,2,0,0,0,2,0,2,100.0
2017,14-ZZ-321,Community Action Partnership,Community Action Partnership,2,0,0,0,0,2,2,100.0
2017,15-CA-091,Swords to Plowshares Veterans Rights Organization,Swords to Plowshares Veterans Rights Organization,21,0,1,4,1,15,16,76.2
2017,15-CA-322,Victory Village,Victory Village,1,1,0,0,0,0,0,0.0
2017,15-FL-324,Changing Homelessness,Changing Homelessness,15,6,3,0,3,3,6,40.0
2017,15-GA-325,Volunteers of America Southeast  Inc.,Volunteers of America Southeast Inc,14,0,2,5,3,4,7,50.0
2017,15-GU-326,"WestCare Pacific Islands, Inc.",WestCare Pacific Islands Inc,10,1,3,2,2,2,4,40.0
2017,15-IA-192,"Hawkeye Area Community Action Program, Inc.",Hawkeye Area Community Action Program Inc,9,0,0,1,3,5,8,88.9
2017,15-IN-201,"Volunteers of America of Indiana, Inc.",Volunteers of America of Indiana Inc,23,0,2,1,1,19,20,87.0
2017,15-MI-328,Alger Marquette Community Action Board,Alger Marquette Community Action Board,4,1,0,1,0,2,2,50.0
2017,15-MO-330,Catholic Charities of Southern Missouri Inc.,Catholic Charities of Southern Missouri Inc,2,1,0,0,0,1,1,50.0
2017,15-NY-252,"Black Veterans for Social Justice, Inc.","Black Veterans for Social Justice, Inc.",8,1,0,1,1,5,6,75.0
2017,15-OH-333,Lutheran Social Services of Central Ohio,Lutheran Social Services of Central Ohio,6,0,0,0,1,5,6,100.0
2017,15-PA-068,Commission on Economic Opportunity,Commission on Economic Opportunity,18,0,0,1,1,16,17,94.4
2017,15-PA-334,"Veterans Multi-Service & Education Center, Inc.",Veterans Multi-Service Center Inc.,18,0,0,2,2,14,16,88.9
2017,15-TX-141,West Central Texas Regional Foundation,West Central Texas Regional Foundation,42,1,1,4,12,24,36,85.7
2017,15-UT-336,The Road Home,The Road Home,23,0,3,3,6,11,17,73.9
2017,15-WA-338,HopeSource,HopeSource,14,0,0,0,4,10,14,100.0
2017,15-ZZ-127,"Transition Projects, Inc.",Transition Projects Inc.,8,3,0,0,4,1,5,62.5
2017,15-ZZ-340,"Chautauqua Opportunities, Inc.",Chautauqua Opportunities Inc.,6,0,0,0,1,5,6,100.0
2017,16-CA-005,Mental Health America of Los Angeles,Mental Health America of Los Angeles,29,0,6,7,3,13,16,55.2
2017,16-CA-008,United States Veterans Initiative,United States Veterans Initiative,37,1,0,3,8,25,33,89.2
2017,16-CA-009,"Vietnam Veterans of California, Inc. (Sacramento Veterans Resource)",Vietnam Veterans of California Inc. (Sacramento Veterans Resource),33,1,1,8,6,17,23,69.7
2017,16-FL-099,Society of St Vincent de Paul South Pinellas Inc,Society of St Vincent de Paul South Pinellas Inc,43,0,0,5,9,29,38,88.4
2017,16-MO-048,St. Patrick Center,St Patrick Center,37,0,1,1,7,28,35,94.6
2017,16-NC-237,"Volunteers of America of the Carolinas, Inc.","Volunteers of America of the Carolinas, Inc.",33,2,3,4,4,20,24,72.7
